"Major","Course ID","Course Name","Credits","Prerequisites","Course Description","Detailed Course Prerequisite","Key Words"
"Mathematics","MATH 282","Exploring Opportunities in the Mathematical Sciences","1","","Topics include finding a community; diversity and equity issues in STEM and the mathematical sciences; academic planning; navigating academic support services; undergraduate research; graduate school; careers in the mathematical sciences. For students interested in careers in the mathematical sciences. Credit does not apply toward a mathematics major or an applied and computational mathematical sciences major at UW Seattle. Credit/no-credit only.","","Mathematics Education & Career Development, Mathematical Biology, Computer-Aided Mathematics"
"Mathematics","MATH 300","Introduction to Mathematical Reasoning","3","MATH 126, MATH 136","Mathematical arguments and the writing of proofs in an elementary setting. Elementary set theory, elementary examples of functions and operations on functions, the principle of induction, counting, elementary number theory, elementary combinatorics, recurrence relations.","minimum grade of 2.0 in either MATH 126 or MATH 136.","Combinatorics & Discrete Mathematics, Discrete Mathematics & Graph Theory, Computer-Aided Mathematics"
"Mathematics","MATH 301","Elementary Number Theory","3","MATH 126, MATH 300, MATH 136, MATH 334","Brief introduction to some of the fundamental ideas of elementary number theory.","minimum grade of 2.0 in MATH 126 and MATH 300, or minimum grade of 2.0 in MATH 136, or minimum grade of 2.0 in MATH 334.","Numerical Analysis, Discrete Mathematics & Graph Theory, Computer-Aided Mathematics"
"Mathematics","MATH 318","Advanced Linear Algebra Tools and Applications","3","MATH 208, MATH 136","Eigenvalues, eigenvectors, and diagonalization of matrices: nonnegative, symmetric, and positive semidefinite matrices. Orthogonality, singular value decomposition, complex matrices, infinite dimensional vector spaces, and vector spaces over finite fields. Applications to spectral graph theory, rankings, error correcting codes, linear regression, Fourier transforms, principal component analysis, and solving univariate polynomial equations.","a minimum grade of 2.7 in either MATH 208 or MATH 308, or a minimum grade of 2.0 in MATH 136.","Discrete Mathematics & Graph Theory, Algebra & Abstract Algebra, Topology & Geometry"
"Mathematics","MATH 327","Introductory Real Analysis I","3","MATH 300, MATH 334","Covers number systems, fields, order, the least upper bound property, sequences, limits, liminf and limsup, series, convergence tests, alternating series, absolute convergence, re-arrangements of series, continuous functions of a real variable, and uniform continuity. Course overlaps with: STMATH 424 and TMATH 424. ","a minimum grade of 2.0 in either MATH 300 or MATH 334. ","Analysis & Real Analysis, Combinatorics & Discrete Mathematics, Numerical Analysis"
"Mathematics","MATH 334","Accelerated [Honors] Advanced Calculus","5","MATH 136, MATH 126, MATH 207, MATH 208","Introduction to proofs and rigor; uniform convergence, Fourier series and partial differential equations, vector calculus, complex variables. Students who complete this sequence are not required to take MATH 209, MATH 224, MATH 300, MATH 327, MATH 328, and MATH 427. Second year of an accelerated two-year sequence; prepares students for senior-level mathematics courses.","either a minimum grade of 2.0 in MATH 136, or a minimum grade of 3.0 in MATH 126 and a minimum grade of 3.0 in either MATH 207 or MATH 307 and a minimum grade of 3.0 in either MATH 208 or MATH 308. ","Computer-Aided Mathematics, Combinatorics & Discrete Mathematics, Mathematics Education & Career Development"
"Mathematics","MATH 335 ","Accelerated [Honors] Advanced Calculus","5","MATH 334","Introduction to proofs and rigor; uniform convergence, Fourier series and partial differential equations, vector calculus, complex variables. Students who complete this sequence are not required to take MATH 209, MATH 224, MATH 300, MATH 327, MATH 328, and MATH 427. Second year of an accelerated two-year sequence; prepares students for senior-level mathematics courses. ","a minimum grade of 2.0 in MATH 334. ","Computer-Aided Mathematics, Combinatorics & Discrete Mathematics, Mathematics Education & Career Development"
"Mathematics","MATH 336","Accelerated [Honors] Advanced Calculus","5","","Introduction to proofs and rigor; uniform convergence, Fourier series and partial differential equations, vector calculus, complex variables. Students who complete this sequence are not required to take MATH 209, MATH 224, MATH 300, MATH 327, MATH 328, and MATH 427. Second year of an accelerated two-year sequence; prepares students for senior-level mathematics courses. ","a minimum grade of 2.0 in MATH 335. ","Computer-Aided Mathematics, Combinatorics & Discrete Mathematics, Mathematics Education & Career Development"
"Mathematics","MATH 340","Abstract Linear Algebra","3","MATH 334, MATH 208, MATH 300","Linear algebra from a theoretical point of view. Abstract vector spaces and linear transformations, bases and linear independence, matrix representations, Jordan canonical form, linear functionals, dual space, bilinear forms and inner product spaces. Course overlaps with: STMATH 409. ","a minimum grade of 2.0 in either MATH 334, or both MATH 208 and MATH 300.","Algebra & Abstract Algebra, Topology & Geometry, Differential Equations & Dynamical Systems"
"Mathematics","MATH 342","Art of Problem Solving","3","","Explores the artful side of problem-solving, with examples from various fields across mathematics, including combinatorics, number theory, algebra, geometry, probability, and analysis. ","","Computer-Aided Mathematics, Mathematical Biology, Mathematics Education & Career Development"
"Mathematics","MATH 381","Discrete Mathematical Modeling","3","CSE 121, CSE 122, CSE 123, CSE 142, CSE 143, AMATH 301, MATH 136, MATH 208","Introduction to methods of discrete mathematics, including topics from graph theory, network flows, and combinatorics. Emphasis on these tools to formulate models and solve problems arising in variety of applications, such as computer science, biology, and management science. ","a minimum grade of 2.0 in either CSE 121, CSE 122, CSE 123, CSE 142, CSE 143, or AMATH 301; and a minimum grade of 2.0 in either MATH 136 or MATH 208. ","Discrete Mathematics & Graph Theory, Mathematical Modeling, Combinatorics & Discrete Mathematics"
"Mathematics","MATH 382","Careers in Mathematical Sciences","1","","Preparation for careers in the mathematical sciences. Focuses on identification of key skills; creating an effective resume; articulating interests and experiences; doing informational interviews; and demonstrating professional communication. Credit does not apply toward a mathematics major or an applied and computational mathematical sciences major at UW Seattle. Credit/no-credit only.","","Mathematics Education & Career Development, Mathematical Biology, Computer-Aided Mathematics"
"Mathematics","MATH 394","Probability I","3","MATH 126, MATH 136","Axiomatic definitions of probability; random variables; conditional probability and Bayes' theorem; expectations and variance; named distributions: binomial, geometric, Poisson, uniform (discrete and continuous), normal and exponential; normal and Poisson approximations to binomial. Transformations of a single random variable. Markov and Chebyshev's inequality. Weak law of large numbers for finite variance. Course overlaps with: E E 391; STMATH 392; and TMATH 393.","either a minimum grade of 2.0 in MATH 126, or a minimum grade of 2.0 in MATH 136. Offered: jointly with STAT 394; ","Probability & Stochastic Processes, Combinatorics & Discrete Mathematics, Discrete Mathematics & Graph Theory"
